1: 消极百分比99.96% 积极百分比0.04%
207: 消极百分比99.91% 积极百分比0.09%
208: 消极百分比98.83% 积极百分比1.17%
209: 消极百分比55.24% 积极百分比44.76%
210: 消极百分比100.0% 积极百分比0.0%
211: 消极百分比100.0% 积极百分比0.0%
212: 消极百分比99.99% 积极百分比0.01%
213: 消极百分比99.97% 积极百分比0.03%
214: 消极百分比100.0% 积极百分比0.0%
215: 消极百分比19.0% 积极百分比81.0%
216: 消极百分比93.07% 积极百分比6.93%
217: 消极百分比99.47% 积极百分比0.53%
218: 消极百分比0.36% 积极百分比99.64%
219: 消极百分比100.0% 积极百分比0.0%
220: 消极百分比9.24% 积极百分比90.76%
221: 消极百分比89.77% 积极百分比10.23%
222: 消极百分比93.48% 积极百分比6.52%
223: 消极百分比5.13% 积极百分比94.87%
224: 消极百分比1.52% 积极百分比98.48%
225: 消极百分比16.76% 积极百分比83.24%
226: 消极百分比19.24% 积极百分比80.76%
227: 消极百分比79.58% 积极百分比20.42%
228: 消极百分比0.55% 积极百分比99.45%
229: 消极百分比4.18% 积极百分比95.82%
230: 消极百分比0.3% 积极百分比99.7%
231: 消极百分比47.14% 积极百分比52.86%
232: 消极百分比95.09% 积极百分比4.91%
233: 消极百分比11.77% 积极百分比88.23%
234: 消极百分比68.1% 积极百分比31.9%
235: 消极百分比91.96% 积极百分比8.04%
236: 消极百分比99.99% 积极百分比0.01%
237: 消极百分比82.28% 积极百分比17.72%
238: 消极百分比1.28% 积极百分比98.72%
239: 消极百分比3.35% 积极百分比96.65%
240: 消极百分比5.86% 积极百分比94.14%
241: 消极百分比99.98% 积极百分比0.02%
242: 消极百分比29.38% 积极百分比70.62%
243: 消极百分比91.7% 积极百分比8.3%
244: 消极百分比98.93% 积极百分比1.07%
245: 消极百分比88.93% 积极百分比11.07%
246: 消极百分比97.92% 积极百分比2.08%
247: 消极百分比99.98% 积极百分比0.02%
248: 消极百分比88.52% 积极百分比11.48%
249: 消极百分比100.0% 积极百分比0.0%
250: 消极百分比33.72% 积极百分比66.28%
251: 消极百分比40.73% 积极百分比59.27%
252: 消极百分比100.0% 积极百分比0.0%
253: 消极百分比100.0% 积极百分比0.0%
254: 消极百分比96.58% 积极百分比3.42%
255: 消极百分比76.78% 积极百分比23.22%
256: 消极百分比99.81% 积极百分比0.19%
257: 消极百分比100.0% 积极百分比0.0%
258: 消极百分比97.46% 积极百分比2.54%
259: 消极百分比99.98% 积极百分比0.02%
260: 消极百分比100.0% 积极百分比0.0%
261: 消极百分比100.0% 积极百分比0.0%
262: 消极百分比15.48% 积极百分比84.52%
263: 消极百分比99.49% 积极百分比0.51%
264: 消极百分比100.0% 积极百分比0.0%
265: 消极百分比0.26% 积极百分比99.74%
266: 消极百分比99.58% 积极百分比0.42%
267: 消极百分比73.52% 积极百分比26.48%
268: 消极百分比99.38% 积极百分比0.62%
269: 消极百分比100.0% 积极百分比0.0%
270: 消极百分比99.29% 积极百分比0.71%
271: 消极百分比100.0% 积极百分比0.0%
272: 消极百分比20.57% 积极百分比79.43%
273: 消极百分比100.0% 积极百分比0.0%
274: 消极百分比100.0% 积极百分比0.0%
275: 消极百分比99.39% 积极百分比0.61%
276: 消极百分比99.92% 积极百分比0.08%
277: 消极百分比8.46% 积极百分比91.54%
278: 消极百分比90.92% 积极百分比9.08%
279: 消极百分比1.43% 积极百分比98.57%
280: 消极百分比100.0% 积极百分比0.0%
281: 消极百分比100.0% 积极百分比0.0%
282: 消极百分比99.95% 积极百分比0.05%
283: 消极百分比50.6% 积极百分比49.4%
284: 消极百分比82.38% 积极百分比17.62%
285: 消极百分比97.46% 积极百分比2.54%
286: 消极百分比86.03% 积极百分比13.97%
287: 消极百分比100.0% 积极百分比0.0%
288: 消极百分比98.76% 积极百分比1.24%
289: 消极百分比98.23% 积极百分比1.77%
290: 消极百分比99.98% 积极百分比0.02%
291: 消极百分比89.78% 积极百分比10.22%
292: 消极百分比5.45% 积极百分比94.55%
293: 消极百分比100.0% 积极百分比0.0%
294: 消极百分比82.72% 积极百分比17.28%
295: 消极百分比57.22% 积极百分比42.78%
296: 消极百分比99.49% 积极百分比0.51%
297: 消极百分比99.49% 积极百分比0.51%
298: 消极百分比96.77% 积极百分比3.23%
299: 消极百分比99.98% 积极百分比0.02%
300: 消极百分比74.35% 积极百分比25.65%
301: 消极百分比100.0% 积极百分比0.0%
302: 消极百分比99.35% 积极百分比0.65%
303: 消极百分比94.33% 积极百分比5.67%
304: 消极百分比91.98% 积极百分比8.02%
305: 消极百分比98.92% 积极百分比1.08%
306: 消极百分比66.33% 积极百分比33.67%
307: 消极百分比100.0% 积极百分比0.0%
308: 消极百分比100.0% 积极百分比0.0%
309: 消极百分比1.36% 积极百分比98.64%
310: 消极百分比2.85% 积极百分比97.15%
311: 消极百分比100.0% 积极百分比0.0%
312: 消极百分比14.47% 积极百分比85.53%
313: 消极百分比40.55% 积极百分比59.45%
314: 消极百分比93.85% 积极百分比6.15%
315: 消极百分比100.0% 积极百分比0.0%
316: 消极百分比100.0% 积极百分比0.0%
317: 消极百分比97.4% 积极百分比2.6%
318: 消极百分比11.55% 积极百分比88.45%
319: 消极百分比73.94% 积极百分比26.06%
320: 消极百分比79.4% 积极百分比20.6%
321: 消极百分比99.99% 积极百分比0.01%
322: 消极百分比44.62% 积极百分比55.38%
323: 消极百分比98.13% 积极百分比1.87%
324: 消极百分比10.26% 积极百分比89.74%
325: 消极百分比64.02% 积极百分比35.98%
326: 消极百分比76.48% 积极百分比23.52%
327: 消极百分比64.81% 积极百分比35.19%
328: 消极百分比100.0% 积极百分比0.0%
329: 消极百分比2.01% 积极百分比97.99%
330: 消极百分比99.57% 积极百分比0.43%
331: 消极百分比100.0% 积极百分比0.0%
332: 消极百分比98.1% 积极百分比1.9%
333: 消极百分比97.49% 积极百分比2.51%
334: 消极百分比99.19% 积极百分比0.81%
335: 消极百分比18.58% 积极百分比81.42%
336: 消极百分比96.98% 积极百分比3.02%
337: 消极百分比100.0% 积极百分比0.0%
338: 消极百分比99.94% 积极百分比0.06%
339: 消极百分比100.0% 积极百分比0.0%
340: 消极百分比100.0% 积极百分比0.0%
341: 消极百分比52.63% 积极百分比47.37%
342: 消极百分比38.18% 积极百分比61.82%
343: 消极百分比99.95% 积极百分比0.05%
344: 消极百分比100.0% 积极百分比0.0%
345: 消极百分比87.71% 积极百分比12.29%
346: 消极百分比100.0% 积极百分比0.0%
347: 消极百分比100.0% 积极百分比0.0%
348: 消极百分比100.0% 积极百分比0.0%
349: 消极百分比100.0% 积极百分比0.0%
350: 消极百分比100.0% 积极百分比0.0%
351: 消极百分比100.0% 积极百分比0.0%
352: 消极百分比94.69% 积极百分比5.31%
353: 消极百分比85.95% 积极百分比14.05%
354: 消极百分比97.0% 积极百分比3.0%
355: 消极百分比22.86% 积极百分比77.14%
356: 消极百分比1.27% 积极百分比98.73%
357: 消极百分比89.62% 积极百分比10.38%
358: 消极百分比99.63% 积极百分比0.37%
359: 消极百分比100.0% 积极百分比0.0%
360: 消极百分比0.01% 积极百分比99.99%
361: 消极百分比72.72% 积极百分比27.28%
362: 消极百分比53.36% 积极百分比46.64%
363: 消极百分比99.95% 积极百分比0.05%
364: 消极百分比93.35% 积极百分比6.65%
365: 消极百分比21.86% 积极百分比78.14%
366: 消极百分比96.28% 积极百分比3.72%
367: 消极百分比100.0% 积极百分比0.0%
368: 消极百分比99.99% 积极百分比0.01%
369: 消极百分比100.0% 积极百分比0.0%
370: 消极百分比93.18% 积极百分比6.82%
371: 消极百分比100.0% 积极百分比0.0%
372: 消极百分比99.95% 积极百分比0.05%
373: 消极百分比96.49% 积极百分比3.51%
374: 消极百分比100.0% 积极百分比0.0%
375: 消极百分比91.03% 积极百分比8.97%
376: 消极百分比99.99% 积极百分比0.01%
377: 消极百分比100.0% 积极百分比0.0%
378: 消极百分比99.98% 积极百分比0.02%
379: 消极百分比100.0% 积极百分比0.0%
380: 消极百分比100.0% 积极百分比0.0%
381: 消极百分比13.78% 积极百分比86.22%
382: 消极百分比75.65% 积极百分比24.35%
383: 消极百分比100.0% 积极百分比0.0%
384: 消极百分比100.0% 积极百分比0.0%
385: 消极百分比99.98% 积极百分比0.02%
386: 消极百分比37.12% 积极百分比62.88%
387: 消极百分比100.0% 积极百分比0.0%
388: 消极百分比91.09% 积极百分比8.91%
389: 消极百分比100.0% 积极百分比0.0%
390: 消极百分比99.94% 积极百分比0.06%
391: 消极百分比84.9% 积极百分比15.1%
392: 消极百分比100.0% 积极百分比0.0%
393: 消极百分比82.21% 积极百分比17.79%
394: 消极百分比28.96% 积极百分比71.04%
395: 消极百分比92.08% 积极百分比7.92%
396: 消极百分比97.99% 积极百分比2.01%
397: 消极百分比96.37% 积极百分比3.63%
398: 消极百分比87.87% 积极百分比12.13%
399: 消极百分比99.7% 积极百分比0.3%
400: 消极百分比0.15% 积极百分比99.85%
401: 消极百分比100.0% 积极百分比0.0%
