1: 消极百分比66.51% 积极百分比33.49%
1845: 消极百分比0.0% 积极百分比100.0%
1846: 消极百分比100.0% 积极百分比0.0%
1847: 消极百分比92.97% 积极百分比7.03%
1848: 消极百分比12.14% 积极百分比87.86%
1849: 消极百分比78.93% 积极百分比21.07%
1850: 消极百分比100.0% 积极百分比0.0%
1851: 消极百分比100.0% 积极百分比0.0%
1852: 消极百分比62.47% 积极百分比37.53%
1853: 消极百分比99.99% 积极百分比0.01%
1854: 消极百分比100.0% 积极百分比0.0%
1855: 消极百分比100.0% 积极百分比0.0%
1856: 消极百分比99.96% 积极百分比0.04%
1857: 消极百分比100.0% 积极百分比0.0%
1858: 消极百分比99.67% 积极百分比0.33%
1859: 消极百分比99.99% 积极百分比0.01%
1860: 消极百分比100.0% 积极百分比0.0%
1861: 消极百分比39.58% 积极百分比60.42%
1862: 消极百分比100.0% 积极百分比0.0%
1863: 消极百分比100.0% 积极百分比0.0%
1864: 消极百分比100.0% 积极百分比0.0%
1865: 消极百分比99.98% 积极百分比0.02%
1866: 消极百分比100.0% 积极百分比0.0%
1867: 消极百分比100.0% 积极百分比0.0%
1868: 消极百分比99.98% 积极百分比0.02%
1869: 消极百分比100.0% 积极百分比0.0%
1870: 消极百分比99.99% 积极百分比0.01%
1871: 消极百分比100.0% 积极百分比0.0%
1872: 消极百分比100.0% 积极百分比0.0%
1873: 消极百分比100.0% 积极百分比0.0%
1874: 消极百分比100.0% 积极百分比0.0%
1875: 消极百分比63.83% 积极百分比36.17%
1876: 消极百分比100.0% 积极百分比0.0%
1877: 消极百分比100.0% 积极百分比0.0%
1878: 消极百分比100.0% 积极百分比0.0%
1879: 消极百分比100.0% 积极百分比0.0%
1880: 消极百分比100.0% 积极百分比0.0%
1881: 消极百分比1.19% 积极百分比98.81%
1882: 消极百分比18.4% 积极百分比81.6%
1883: 消极百分比100.0% 积极百分比0.0%
1884: 消极百分比56.83% 积极百分比43.17%
1885: 消极百分比14.61% 积极百分比85.39%
1886: 消极百分比53.13% 积极百分比46.87%
1887: 消极百分比100.0% 积极百分比0.0%
1888: 消极百分比99.31% 积极百分比0.69%
1889: 消极百分比100.0% 积极百分比0.0%
1890: 消极百分比3.71% 积极百分比96.29%
1891: 消极百分比99.88% 积极百分比0.12%
1892: 消极百分比70.23% 积极百分比29.77%
1893: 消极百分比100.0% 积极百分比0.0%
1894: 消极百分比99.82% 积极百分比0.18%
1895: 消极百分比81.63% 积极百分比18.37%
1896: 消极百分比13.35% 积极百分比86.65%
1897: 消极百分比100.0% 积极百分比0.0%
1898: 消极百分比43.9% 积极百分比56.1%
1899: 消极百分比91.57% 积极百分比8.43%
1900: 消极百分比95.58% 积极百分比4.42%
1901: 消极百分比2.67% 积极百分比97.33%
1902: 消极百分比100.0% 积极百分比0.0%
1903: 消极百分比53.65% 积极百分比46.35%
1904: 消极百分比99.53% 积极百分比0.47%
1905: 消极百分比99.95% 积极百分比0.05%
1906: 消极百分比100.0% 积极百分比0.0%
1907: 消极百分比78.93% 积极百分比21.07%
1908: 消极百分比98.13% 积极百分比1.87%
1909: 消极百分比32.62% 积极百分比67.38%
1910: 消极百分比0.77% 积极百分比99.23%
1911: 消极百分比98.87% 积极百分比1.13%
1912: 消极百分比5.96% 积极百分比94.04%
1913: 消极百分比65.31% 积极百分比34.69%
1914: 消极百分比100.0% 积极百分比0.0%
1915: 消极百分比100.0% 积极百分比0.0%
1916: 消极百分比100.0% 积极百分比0.0%
1917: 消极百分比94.56% 积极百分比5.44%
1918: 消极百分比100.0% 积极百分比0.0%
1919: 消极百分比100.0% 积极百分比0.0%
1920: 消极百分比93.41% 积极百分比6.59%
1921: 消极百分比1.99% 积极百分比98.01%
1922: 消极百分比100.0% 积极百分比0.0%
1923: 消极百分比53.2% 积极百分比46.8%
1924: 消极百分比75.03% 积极百分比24.97%
1925: 消极百分比21.04% 积极百分比78.96%
1926: 消极百分比15.75% 积极百分比84.25%
1927: 消极百分比43.87% 积极百分比56.13%
1928: 消极百分比100.0% 积极百分比0.0%
1929: 消极百分比23.9% 积极百分比76.1%
1930: 消极百分比15.97% 积极百分比84.03%
1931: 消极百分比100.0% 积极百分比0.0%
1932: 消极百分比99.75% 积极百分比0.25%
1933: 消极百分比99.99% 积极百分比0.01%
1934: 消极百分比100.0% 积极百分比0.0%
1935: 消极百分比92.88% 积极百分比7.12%
1936: 消极百分比100.0% 积极百分比0.0%
1937: 消极百分比100.0% 积极百分比0.0%
1938: 消极百分比29.38% 积极百分比70.62%
1939: 消极百分比93.7% 积极百分比6.3%
1940: 消极百分比94.09% 积极百分比5.91%
1941: 消极百分比100.0% 积极百分比0.0%
1942: 消极百分比19.48% 积极百分比80.52%
1943: 消极百分比100.0% 积极百分比0.0%
1944: 消极百分比100.0% 积极百分比0.0%
1945: 消极百分比90.73% 积极百分比9.27%
1946: 消极百分比99.07% 积极百分比0.93%
1947: 消极百分比100.0% 积极百分比0.0%
1948: 消极百分比25.65% 积极百分比74.35%
1949: 消极百分比41.94% 积极百分比58.06%
1950: 消极百分比100.0% 积极百分比0.0%
1951: 消极百分比100.0% 积极百分比0.0%
1952: 消极百分比100.0% 积极百分比0.0%
1953: 消极百分比89.43% 积极百分比10.57%
1954: 消极百分比100.0% 积极百分比0.0%
1955: 消极百分比98.57% 积极百分比1.43%
1956: 消极百分比2.51% 积极百分比97.49%
1957: 消极百分比98.59% 积极百分比1.41%
1958: 消极百分比60.22% 积极百分比39.78%
1959: 消极百分比100.0% 积极百分比0.0%
1960: 消极百分比99.37% 积极百分比0.63%
1961: 消极百分比41.09% 积极百分比58.91%
1962: 消极百分比31.61% 积极百分比68.39%
1963: 消极百分比1.23% 积极百分比98.77%
1964: 消极百分比98.86% 积极百分比1.14%
1965: 消极百分比65.9% 积极百分比34.1%
1966: 消极百分比99.78% 积极百分比0.22%
1967: 消极百分比100.0% 积极百分比0.0%
1968: 消极百分比94.77% 积极百分比5.23%
1969: 消极百分比100.0% 积极百分比0.0%
1970: 消极百分比99.97% 积极百分比0.03%
1971: 消极百分比88.74% 积极百分比11.26%
1972: 消极百分比7.59% 积极百分比92.41%
1973: 消极百分比14.47% 积极百分比85.53%
1974: 消极百分比96.63% 积极百分比3.37%
1975: 消极百分比99.82% 积极百分比0.18%
1976: 消极百分比37.91% 积极百分比62.09%
1977: 消极百分比0.0% 积极百分比100.0%
1978: 消极百分比99.98% 积极百分比0.02%
1979: 消极百分比100.0% 积极百分比0.0%
1980: 消极百分比86.94% 积极百分比13.06%
1981: 消极百分比100.0% 积极百分比0.0%
1982: 消极百分比1.44% 积极百分比98.56%
1983: 消极百分比94.69% 积极百分比5.31%
1984: 消极百分比91.46% 积极百分比8.54%
1985: 消极百分比99.98% 积极百分比0.02%
1986: 消极百分比0.39% 积极百分比99.61%
1987: 消极百分比99.99% 积极百分比0.01%
1988: 消极百分比100.0% 积极百分比0.0%
1989: 消极百分比1.04% 积极百分比98.96%
1990: 消极百分比0.3% 积极百分比99.7%
1991: 消极百分比19.56% 积极百分比80.44%
1992: 消极百分比100.0% 积极百分比0.0%
1993: 消极百分比96.18% 积极百分比3.82%
1994: 消极百分比89.23% 积极百分比10.77%
1995: 消极百分比99.71% 积极百分比0.29%
1996: 消极百分比89.14% 积极百分比10.86%
1997: 消极百分比91.19% 积极百分比8.81%
1998: 消极百分比86.58% 积极百分比13.42%
1999: 消极百分比99.98% 积极百分比0.02%
2000: 消极百分比80.72% 积极百分比19.28%
2001: 消极百分比27.02% 积极百分比72.98%
2002: 消极百分比0.05% 积极百分比99.95%
2003: 消极百分比35.86% 积极百分比64.14%
2004: 消极百分比97.64% 积极百分比2.36%
2005: 消极百分比100.0% 积极百分比0.0%
2006: 消极百分比56.01% 积极百分比43.99%
2007: 消极百分比6.18% 积极百分比93.82%
2008: 消极百分比100.0% 积极百分比0.0%
2009: 消极百分比100.0% 积极百分比0.0%
2010: 消极百分比99.99% 积极百分比0.01%
2011: 消极百分比78.93% 积极百分比21.07%
2012: 消极百分比45.25% 积极百分比54.75%
2013: 消极百分比99.9% 积极百分比0.1%
2014: 消极百分比22.19% 积极百分比77.81%
2015: 消极百分比100.0% 积极百分比0.0%
2016: 消极百分比97.34% 积极百分比2.66%
2017: 消极百分比100.0% 积极百分比0.0%
2018: 消极百分比100.0% 积极百分比0.0%
2019: 消极百分比0.48% 积极百分比99.52%
2020: 消极百分比100.0% 积极百分比0.0%
2021: 消极百分比100.0% 积极百分比0.0%
2022: 消极百分比100.0% 积极百分比0.0%
2023: 消极百分比1.27% 积极百分比98.73%
2024: 消极百分比0.06% 积极百分比99.94%
2025: 消极百分比95.25% 积极百分比4.75%
2026: 消极百分比100.0% 积极百分比0.0%
2027: 消极百分比15.97% 积极百分比84.03%
2028: 消极百分比80.37% 积极百分比19.63%
2029: 消极百分比100.0% 积极百分比0.0%
2030: 消极百分比100.0% 积极百分比0.0%
2031: 消极百分比100.0% 积极百分比0.0%
2032: 消极百分比86.53% 积极百分比13.47%
2033: 消极百分比8.24% 积极百分比91.76%
2034: 消极百分比0.94% 积极百分比99.06%
2035: 消极百分比41.86% 积极百分比58.14%
2036: 消极百分比100.0% 积极百分比0.0%
2037: 消极百分比99.99% 积极百分比0.01%
2038: 消极百分比74.49% 积极百分比25.51%
2039: 消极百分比100.0% 积极百分比0.0%
2040: 消极百分比30.67% 积极百分比69.33%
2041: 消极百分比74.92% 积极百分比25.08%
2042: 消极百分比100.0% 积极百分比0.0%
2043: 消极百分比99.14% 积极百分比0.86%
2044: 消极百分比13.0% 积极百分比87.0%
2045: 消极百分比99.89% 积极百分比0.11%
2046: 消极百分比99.99% 积极百分比0.01%
2047: 消极百分比95.52% 积极百分比4.48%
2048: 消极百分比94.84% 积极百分比5.16%
2049: 消极百分比99.99% 积极百分比0.01%
2050: 消极百分比100.0% 积极百分比0.0%
2051: 消极百分比98.23% 积极百分比1.77%
2052: 消极百分比91.2% 积极百分比8.8%
2053: 消极百分比35.68% 积极百分比64.32%
2054: 消极百分比87.36% 积极百分比12.64%
2055: 消极百分比100.0% 积极百分比0.0%
2056: 消极百分比97.47% 积极百分比2.53%
2057: 消极百分比100.0% 积极百分比0.0%
2058: 消极百分比2.69% 积极百分比97.31%
2059: 消极百分比93.22% 积极百分比6.78%
2060: 消极百分比100.0% 积极百分比0.0%
2061: 消极百分比9.99% 积极百分比90.01%
2062: 消极百分比87.47% 积极百分比12.53%
2063: 消极百分比97.76% 积极百分比2.24%
2064: 消极百分比65.31% 积极百分比34.69%
2065: 消极百分比18.39% 积极百分比81.61%
2066: 消极百分比99.98% 积极百分比0.02%
2067: 消极百分比100.0% 积极百分比0.0%
2068: 消极百分比100.0% 积极百分比0.0%
2069: 消极百分比15.97% 积极百分比84.03%
2070: 消极百分比98.9% 积极百分比1.1%
2071: 消极百分比90.6% 积极百分比9.4%
2072: 消极百分比100.0% 积极百分比0.0%
2073: 消极百分比100.0% 积极百分比0.0%
2074: 消极百分比2.17% 积极百分比97.83%
2075: 消极百分比100.0% 积极百分比0.0%
2076: 消极百分比67.58% 积极百分比32.42%
2077: 消极百分比94.62% 积极百分比5.38%
2078: 消极百分比9.94% 积极百分比90.06%
2079: 消极百分比100.0% 积极百分比0.0%
2080: 消极百分比3.77% 积极百分比96.23%
2081: 消极百分比15.97% 积极百分比84.03%
2082: 消极百分比99.68% 积极百分比0.32%
2083: 消极百分比100.0% 积极百分比0.0%
2084: 消极百分比94.15% 积极百分比5.85%
2085: 消极百分比23.79% 积极百分比76.21%
2086: 消极百分比89.2% 积极百分比10.8%
2087: 消极百分比100.0% 积极百分比0.0%
2088: 消极百分比99.23% 积极百分比0.77%
2089: 消极百分比49.7% 积极百分比50.3%
2090: 消极百分比17.22% 积极百分比82.78%
2091: 消极百分比96.33% 积极百分比3.67%
2092: 消极百分比91.49% 积极百分比8.51%
2093: 消极百分比100.0% 积极百分比0.0%
2094: 消极百分比32.37% 积极百分比67.63%
2095: 消极百分比20.26% 积极百分比79.74%
2096: 消极百分比99.0% 积极百分比1.0%
2097: 消极百分比99.97% 积极百分比0.03%
2098: 消极百分比100.0% 积极百分比0.0%
2099: 消极百分比99.99% 积极百分比0.01%
2100: 消极百分比30.24% 积极百分比69.76%
2101: 消极百分比98.94% 积极百分比1.06%
2102: 消极百分比42.47% 积极百分比57.53%
2103: 消极百分比76.07% 积极百分比23.93%
2104: 消极百分比96.66% 积极百分比3.34%
2105: 消极百分比15.15% 积极百分比84.85%
2106: 消极百分比1.06% 积极百分比98.94%
2107: 消极百分比15.35% 积极百分比84.65%
2108: 消极百分比43.9% 积极百分比56.1%
2109: 消极百分比100.0% 积极百分比0.0%
2110: 消极百分比0.8% 积极百分比99.2%
2111: 消极百分比3.91% 积极百分比96.09%
2112: 消极百分比15.97% 积极百分比84.03%
2113: 消极百分比47.09% 积极百分比52.91%
2114: 消极百分比63.02% 积极百分比36.98%
2115: 消极百分比26.35% 积极百分比73.65%
2116: 消极百分比98.45% 积极百分比1.55%
2117: 消极百分比96.77% 积极百分比3.23%
2118: 消极百分比10.28% 积极百分比89.72%
2119: 消极百分比99.33% 积极百分比0.67%
2120: 消极百分比100.0% 积极百分比0.0%
2121: 消极百分比100.0% 积极百分比0.0%
2122: 消极百分比3.32% 积极百分比96.68%
2123: 消极百分比29.17% 积极百分比70.83%
2124: 消极百分比99.81% 积极百分比0.19%
2125: 消极百分比97.1% 积极百分比2.9%
2126: 消极百分比50.77% 积极百分比49.23%
2127: 消极百分比99.89% 积极百分比0.11%
2128: 消极百分比99.99% 积极百分比0.01%
2129: 消极百分比98.24% 积极百分比1.76%
2130: 消极百分比100.0% 积极百分比0.0%
2131: 消极百分比22.53% 积极百分比77.47%
2132: 消极百分比99.81% 积极百分比0.19%
2133: 消极百分比0.0% 积极百分比100.0%
2134: 消极百分比100.0% 积极百分比0.0%
2135: 消极百分比99.99% 积极百分比0.01%
2136: 消极百分比86.6% 积极百分比13.4%
2137: 消极百分比100.0% 积极百分比0.0%
2138: 消极百分比97.89% 积极百分比2.11%
2139: 消极百分比99.5% 积极百分比0.5%
2140: 消极百分比55.21% 积极百分比44.79%
2141: 消极百分比96.6% 积极百分比3.4%
2142: 消极百分比99.75% 积极百分比0.25%
2143: 消极百分比14.61% 积极百分比85.39%
2144: 消极百分比100.0% 积极百分比0.0%
2145: 消极百分比0.17% 积极百分比99.83%
2146: 消极百分比17.22% 积极百分比82.78%
2147: 消极百分比63.87% 积极百分比36.13%
2148: 消极百分比100.0% 积极百分比0.0%
2149: 消极百分比100.0% 积极百分比0.0%
2150: 消极百分比99.85% 积极百分比0.15%
2151: 消极百分比100.0% 积极百分比0.0%
2152: 消极百分比99.77% 积极百分比0.23%
2153: 消极百分比80.75% 积极百分比19.25%
2154: 消极百分比68.49% 积极百分比31.51%
2155: 消极百分比100.0% 积极百分比0.0%
2156: 消极百分比100.0% 积极百分比0.0%
2157: 消极百分比99.04% 积极百分比0.96%
2158: 消极百分比99.94% 积极百分比0.06%
2159: 消极百分比100.0% 积极百分比0.0%
2160: 消极百分比60.66% 积极百分比39.34%
2161: 消极百分比100.0% 积极百分比0.0%
2162: 消极百分比86.28% 积极百分比13.72%
2163: 消极百分比99.96% 积极百分比0.04%
2164: 消极百分比5.7% 积极百分比94.3%
2165: 消极百分比18.53% 积极百分比81.47%
2166: 消极百分比100.0% 积极百分比0.0%
2167: 消极百分比98.1% 积极百分比1.9%
2168: 消极百分比91.06% 积极百分比8.94%
2169: 消极百分比93.95% 积极百分比6.05%
2170: 消极百分比0.02% 积极百分比99.98%
2171: 消极百分比88.29% 积极百分比11.71%
2172: 消极百分比25.22% 积极百分比74.78%
2173: 消极百分比5.08% 积极百分比94.92%
2174: 消极百分比100.0% 积极百分比0.0%
2175: 消极百分比15.97% 积极百分比84.03%
2176: 消极百分比1.49% 积极百分比98.51%
2177: 消极百分比100.0% 积极百分比0.0%
2178: 消极百分比21.92% 积极百分比78.08%
2179: 消极百分比99.99% 积极百分比0.01%
2180: 消极百分比66.26% 积极百分比33.74%
2181: 消极百分比99.81% 积极百分比0.19%
2182: 消极百分比100.0% 积极百分比0.0%
2183: 消极百分比0.01% 积极百分比99.99%
2184: 消极百分比97.15% 积极百分比2.85%
2185: 消极百分比15.97% 积极百分比84.03%
2186: 消极百分比63.87% 积极百分比36.13%
2187: 消极百分比38.13% 积极百分比61.87%
2188: 消极百分比100.0% 积极百分比0.0%
2189: 消极百分比100.0% 积极百分比0.0%
2190: 消极百分比9.75% 积极百分比90.25%
2191: 消极百分比29.02% 积极百分比70.98%
2192: 消极百分比100.0% 积极百分比0.0%
2193: 消极百分比100.0% 积极百分比0.0%
2194: 消极百分比100.0% 积极百分比0.0%
2195: 消极百分比96.49% 积极百分比3.51%
2196: 消极百分比96.1% 积极百分比3.9%
2197: 消极百分比97.09% 积极百分比2.91%
2198: 消极百分比58.53% 积极百分比41.47%
2199: 消极百分比100.0% 积极百分比0.0%
2200: 消极百分比100.0% 积极百分比0.0%
2201: 消极百分比3.5% 积极百分比96.5%
2202: 消极百分比15.97% 积极百分比84.03%
2203: 消极百分比62.93% 积极百分比37.07%
2204: 消极百分比95.55% 积极百分比4.45%
2205: 消极百分比100.0% 积极百分比0.0%
2206: 消极百分比0.6% 积极百分比99.4%
2207: 消极百分比100.0% 积极百分比0.0%
2208: 消极百分比98.1% 积极百分比1.9%
2209: 消极百分比100.0% 积极百分比0.0%
2210: 消极百分比31.61% 积极百分比68.39%
2211: 消极百分比69.27% 积极百分比30.73%
2212: 消极百分比71.76% 积极百分比28.24%
2213: 消极百分比100.0% 积极百分比0.0%
2214: 消极百分比100.0% 积极百分比0.0%
2215: 消极百分比85.29% 积极百分比14.71%
2216: 消极百分比66.7% 积极百分比33.3%
2217: 消极百分比88.89% 积极百分比11.11%
2218: 消极百分比55.54% 积极百分比44.46%
2219: 消极百分比2.03% 积极百分比97.97%
2220: 消极百分比15.49% 积极百分比84.51%
2221: 消极百分比0.0% 积极百分比100.0%
2222: 消极百分比48.08% 积极百分比51.92%
2223: 消极百分比96.56% 积极百分比3.44%
2224: 消极百分比31.65% 积极百分比68.35%
2225: 消极百分比100.0% 积极百分比0.0%
2226: 消极百分比25.22% 积极百分比74.78%
2227: 消极百分比100.0% 积极百分比0.0%
2228: 消极百分比100.0% 积极百分比0.0%
2229: 消极百分比49.14% 积极百分比50.86%
2230: 消极百分比100.0% 积极百分比0.0%
2231: 消极百分比98.11% 积极百分比1.89%
2232: 消极百分比88.65% 积极百分比11.35%
2233: 消极百分比93.02% 积极百分比6.98%
2234: 消极百分比57.82% 积极百分比42.18%
2235: 消极百分比15.97% 积极百分比84.03%
2236: 消极百分比100.0% 积极百分比0.0%
2237: 消极百分比47.11% 积极百分比52.89%
2238: 消极百分比11.19% 积极百分比88.81%
2239: 消极百分比50.85% 积极百分比49.15%
2240: 消极百分比15.97% 积极百分比84.03%
2241: 消极百分比85.79% 积极百分比14.21%
2242: 消极百分比98.74% 积极百分比1.26%
2243: 消极百分比94.09% 积极百分比5.91%
2244: 消极百分比99.12% 积极百分比0.88%
2245: 消极百分比96.25% 积极百分比3.75%
2246: 消极百分比100.0% 积极百分比0.0%
2247: 消极百分比47.09% 积极百分比52.91%
2248: 消极百分比80.88% 积极百分比19.12%
2249: 消极百分比100.0% 积极百分比0.0%
2250: 消极百分比39.59% 积极百分比60.41%
2251: 消极百分比67.8% 积极百分比32.2%
2252: 消极百分比89.67% 积极百分比10.33%
2253: 消极百分比99.66% 积极百分比0.34%
2254: 消极百分比24.59% 积极百分比75.41%
2255: 消极百分比100.0% 积极百分比0.0%
2256: 消极百分比0.0% 积极百分比100.0%
2257: 消极百分比46.45% 积极百分比53.55%
2258: 消极百分比13.35% 积极百分比86.65%
2259: 消极百分比100.0% 积极百分比0.0%
2260: 消极百分比100.0% 积极百分比0.0%
2261: 消极百分比99.88% 积极百分比0.12%
2262: 消极百分比99.88% 积极百分比0.12%
2263: 消极百分比90.33% 积极百分比9.67%
2264: 消极百分比100.0% 积极百分比0.0%
2265: 消极百分比18.16% 积极百分比81.84%
2266: 消极百分比7.11% 积极百分比92.89%
2267: 消极百分比15.97% 积极百分比84.03%
2268: 消极百分比15.97% 积极百分比84.03%
2269: 消极百分比46.73% 积极百分比53.27%
2270: 消极百分比98.2% 积极百分比1.8%
2271: 消极百分比96.27% 积极百分比3.73%
2272: 消极百分比29.38% 积极百分比70.62%
2273: 消极百分比54.0% 积极百分比46.0%
2274: 消极百分比99.86% 积极百分比0.14%
2275: 消极百分比99.51% 积极百分比0.49%
2276: 消极百分比98.0% 积极百分比2.0%
2277: 消极百分比16.95% 积极百分比83.05%
2278: 消极百分比85.62% 积极百分比14.38%
2279: 消极百分比100.0% 积极百分比0.0%
2280: 消极百分比94.37% 积极百分比5.63%
2281: 消极百分比100.0% 积极百分比0.0%
2282: 消极百分比97.5% 积极百分比2.5%
2283: 消极百分比93.7% 积极百分比6.3%
2284: 消极百分比98.72% 积极百分比1.28%
2285: 消极百分比98.11% 积极百分比1.89%
2286: 消极百分比96.17% 积极百分比3.83%
2287: 消极百分比100.0% 积极百分比0.0%
2288: 消极百分比84.19% 积极百分比15.81%
2289: 消极百分比91.75% 积极百分比8.25%
2290: 消极百分比100.0% 积极百分比0.0%
2291: 消极百分比100.0% 积极百分比0.0%
2292: 消极百分比36.31% 积极百分比63.69%
2293: 消极百分比100.0% 积极百分比0.0%
2294: 消极百分比48.42% 积极百分比51.58%
2295: 消极百分比39.66% 积极百分比60.34%
2296: 消极百分比100.0% 积极百分比0.0%
2297: 消极百分比100.0% 积极百分比0.0%
2298: 消极百分比21.55% 积极百分比78.45%
2299: 消极百分比99.78% 积极百分比0.22%
2300: 消极百分比93.14% 积极百分比6.86%
2301: 消极百分比39.95% 积极百分比60.05%
2302: 消极百分比0.18% 积极百分比99.82%
2303: 消极百分比100.0% 积极百分比0.0%
2304: 消极百分比100.0% 积极百分比0.0%
2305: 消极百分比100.0% 积极百分比0.0%
2306: 消极百分比0.0% 积极百分比100.0%
2307: 消极百分比25.54% 积极百分比74.46%
2308: 消极百分比100.0% 积极百分比0.0%
2309: 消极百分比100.0% 积极百分比0.0%
2310: 消极百分比98.45% 积极百分比1.55%
2311: 消极百分比100.0% 积极百分比0.0%
2312: 消极百分比100.0% 积极百分比0.0%
2313: 消极百分比100.0% 积极百分比0.0%
2314: 消极百分比7.98% 积极百分比92.02%
2315: 消极百分比0.4% 积极百分比99.6%
2316: 消极百分比15.18% 积极百分比84.82%
2317: 消极百分比100.0% 积极百分比0.0%
2318: 消极百分比90.8% 积极百分比9.2%
2319: 消极百分比100.0% 积极百分比0.0%
2320: 消极百分比86.81% 积极百分比13.19%
2321: 消极百分比89.66% 积极百分比10.34%
2322: 消极百分比14.61% 积极百分比85.39%
2323: 消极百分比99.99% 积极百分比0.01%
2324: 消极百分比0.72% 积极百分比99.28%
2325: 消极百分比7.54% 积极百分比92.46%
2326: 消极百分比99.98% 积极百分比0.02%
2327: 消极百分比98.68% 积极百分比1.32%
2328: 消极百分比14.34% 积极百分比85.66%
2329: 消极百分比100.0% 积极百分比0.0%
2330: 消极百分比15.97% 积极百分比84.03%
2331: 消极百分比38.31% 积极百分比61.69%
2332: 消极百分比100.0% 积极百分比0.0%
2333: 消极百分比90.65% 积极百分比9.35%
2334: 消极百分比98.94% 积极百分比1.06%
2335: 消极百分比100.0% 积极百分比0.0%
2336: 消极百分比100.0% 积极百分比0.0%
2337: 消极百分比0.0% 积极百分比100.0%
2338: 消极百分比27.43% 积极百分比72.57%
2339: 消极百分比100.0% 积极百分比0.0%
2340: 消极百分比47.09% 积极百分比52.91%
2341: 消极百分比18.4% 积极百分比81.6%
2342: 消极百分比100.0% 积极百分比0.0%
2343: 消极百分比0.0% 积极百分比100.0%
2344: 消极百分比100.0% 积极百分比0.0%
2345: 消极百分比0.16% 积极百分比99.84%
2346: 消极百分比100.0% 积极百分比0.0%
2347: 消极百分比6.49% 积极百分比93.51%
2348: 消极百分比100.0% 积极百分比0.0%
2349: 消极百分比0.03% 积极百分比99.97%
2350: 消极百分比99.48% 积极百分比0.52%
2351: 消极百分比2.67% 积极百分比97.33%
2352: 消极百分比99.66% 积极百分比0.34%
2353: 消极百分比9.29% 积极百分比90.71%
2354: 消极百分比100.0% 积极百分比0.0%
2355: 消极百分比0.0% 积极百分比100.0%
2356: 消极百分比100.0% 积极百分比0.0%
2357: 消极百分比0.68% 积极百分比99.32%
2358: 消极百分比98.48% 积极百分比1.52%
2359: 消极百分比100.0% 积极百分比0.0%
2360: 消极百分比100.0% 积极百分比0.0%
2361: 消极百分比91.55% 积极百分比8.45%
2362: 消极百分比3.56% 积极百分比96.44%
2363: 消极百分比28.75% 积极百分比71.25%
2364: 消极百分比0.11% 积极百分比99.89%
2365: 消极百分比99.97% 积极百分比0.03%
2366: 消极百分比88.26% 积极百分比11.74%
2367: 消极百分比87.66% 积极百分比12.34%
2368: 消极百分比100.0% 积极百分比0.0%
2369: 消极百分比0.0% 积极百分比100.0%
2370: 消极百分比100.0% 积极百分比0.0%
2371: 消极百分比12.28% 积极百分比87.72%
2372: 消极百分比97.69% 积极百分比2.31%
2373: 消极百分比64.71% 积极百分比35.29%
2374: 消极百分比82.31% 积极百分比17.69%
2375: 消极百分比99.54% 积极百分比0.46%
2376: 消极百分比36.04% 积极百分比63.96%
2377: 消极百分比95.75% 积极百分比4.25%
2378: 消极百分比0.03% 积极百分比99.97%
2379: 消极百分比98.34% 积极百分比1.66%
2380: 消极百分比100.0% 积极百分比0.0%
2381: 消极百分比0.0% 积极百分比100.0%
2382: 消极百分比59.41% 积极百分比40.59%
2383: 消极百分比96.62% 积极百分比3.38%
2384: 消极百分比97.81% 积极百分比2.19%
2385: 消极百分比100.0% 积极百分比0.0%
2386: 消极百分比80.82% 积极百分比19.18%
2387: 消极百分比99.96% 积极百分比0.04%
2388: 消极百分比81.22% 积极百分比18.78%
2389: 消极百分比99.98% 积极百分比0.02%
2390: 消极百分比100.0% 积极百分比0.0%
2391: 消极百分比97.87% 积极百分比2.13%
2392: 消极百分比99.97% 积极百分比0.03%
2393: 消极百分比78.35% 积极百分比21.65%
2394: 消极百分比98.27% 积极百分比1.73%
2395: 消极百分比99.79% 积极百分比0.21%
2396: 消极百分比0.0% 积极百分比100.0%
2397: 消极百分比88.89% 积极百分比11.11%
2398: 消极百分比7.68% 积极百分比92.32%
2399: 消极百分比17.98% 积极百分比82.02%
2400: 消极百分比100.0% 积极百分比0.0%
2401: 消极百分比14.47% 积极百分比85.53%
2402: 消极百分比93.66% 积极百分比6.34%
2403: 消极百分比100.0% 积极百分比0.0%
2404: 消极百分比23.56% 积极百分比76.44%
2405: 消极百分比93.55% 积极百分比6.45%
2406: 消极百分比66.26% 积极百分比33.74%
2407: 消极百分比37.06% 积极百分比62.94%
2408: 消极百分比1.81% 积极百分比98.19%
2409: 消极百分比53.86% 积极百分比46.14%
2410: 消极百分比14.61% 积极百分比85.39%
2411: 消极百分比0.11% 积极百分比99.89%
2412: 消极百分比99.63% 积极百分比0.37%
2413: 消极百分比62.67% 积极百分比37.33%
2414: 消极百分比100.0% 积极百分比0.0%
2415: 消极百分比100.0% 积极百分比0.0%
2416: 消极百分比99.27% 积极百分比0.73%
2417: 消极百分比100.0% 积极百分比0.0%
2418: 消极百分比0.0% 积极百分比100.0%
2419: 消极百分比99.39% 积极百分比0.61%
2420: 消极百分比99.26% 积极百分比0.74%
2421: 消极百分比93.47% 积极百分比6.53%
2422: 消极百分比34.02% 积极百分比65.98%
2423: 消极百分比16.54% 积极百分比83.46%
2424: 消极百分比64.33% 积极百分比35.67%
2425: 消极百分比78.56% 积极百分比21.44%
2426: 消极百分比99.99% 积极百分比0.01%
